image_path,true_class,star_count,valid_profile_count,median_fwhm,median_eccentricity,median_fwhm_ratio,elongated_star_ratio,mean_aspect_ratio,elongated_angle_consistency,elongated_radial_alignment,fwhm_relative,fwhm_evidence,eccentricity_evidence,tracking_fwhm_ecc_evidence,oof_fwhm_ecc_evidence
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2607027VZF_2129.png,02_Out_of_Focus,1,1,11.479757592983557,0.4646043999728831,1.1292820728908104,0.0,1.0,0.0,0.0,0.5739878796491779,0.0,0.07302199986441549,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2607027VZF_2175.png,02_Out_of_Focus,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2607027VZF_2176.png,02_Out_of_Focus,4,4,10.336834923591166,0.5668808167429555,1.3418538986628905,0.25,1.1666666666666667,0.0,0.42195395997925056,0.5168417461795582,0.0,0.5844040837147776,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2607027VZF_2364.png,02_Out_of_Focus,9,9,15.870059277499859,0.37604758245889075,1.0792139198538,0.2222222222222222,1.746296296296296,0.9805806781518089,0.11716239558550429,0.793502963874993,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2607027VZF_2371.png,02_Out_of_Focus,2,2,10.143513817967891,0.5453251405312639,1.5571451288672886,0.5,1.5,0.0,0.32672935451163654,0.5071756908983945,0.0,0.4766257026563195,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260704R43Z_1_2.png,02_Out_of_Focus,39,39,10.646182917001322,0.4930821553513508,1.1494480760288621,0.23076923076923078,1.3059116809116809,0.5737201386137751,0.4201553570051153,0.5323091458500662,0.0,0.21541077675675396,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260704RBZH_1_1.png,02_Out_of_Focus,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (22).png,02_Out_of_Focus,45,45,22.443016534613218,0.5142160834319102,1.1659622955772442,0.2,1.2241465900059902,0.5362185199888005,0.5493106135418849,1.1221508267306608,0.11075413365330358,0.32108041715955077,0.03556098343554735,0.07519315021775623
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (24).png,02_Out_of_Focus,61,61,30.434222732596815,0.4920029409668997,1.1486416540980384,0.16393442622950818,1.2392371435965053,0.7522589343383886,0.48218422260018734,1.5217111366298408,1.0,0.21001470483449858,0.21001470483449858,0.7899852951655014
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (36).png,02_Out_of_Focus,56,56,32.06948714179549,0.526934940659326,1.1766275173318668,0.05357142857142857,1.1305561504029558,0.9745418433217755,0.4620677326077609,1.6034743570897745,1.0,0.38467470329662995,0.38467470329662995,0.61532529670337
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (37).png,02_Out_of_Focus,99,99,24.803248555808818,0.5528652922752454,1.2000902773183109,0.1111111111111111,1.2262299552987765,0.6030855099262854,0.47304833355119236,1.2401624277904408,0.7008121389522038,0.5143264613762268,0.36044622751679156,0.3403659114354123
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (61).png,02_Out_of_Focus,25,25,27.364370456653386,0.6755634557928568,1.356296611422751,0.52,1.4148174223855658,0.09321618866789373,0.07413394924864698,1.3682185228326693,1.0,1.0,1.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (62).png,02_Out_of_Focus,25,25,27.364370456653386,0.6755634557928568,1.356296611422751,0.52,1.4148174223855658,0.09321618866789373,0.07413394924864698,1.3682185228326693,1.0,1.0,1.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (7).png,02_Out_of_Focus,95,95,19.657119911226587,0.6827583811765369,1.3686551634470272,0.21052631578947367,1.249367529283612,0.4080247688331217,0.5141831226320679,0.9828559955613294,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (8).png,02_Out_of_Focus,29,29,17.397184839681152,0.652226384330062,1.3192190321182398,0.1724137931034483,1.1789514604169775,0.6081497602902998,0.39545163486726,0.8698592419840576,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12058 (9).png,02_Out_of_Focus,69,69,17.736043525407908,0.5971961561750277,1.2467347616476838,0.11594202898550725,1.1590457196068578,0.33297273482112033,0.4364637538472802,0.8868021762703954,0.0,0.7359807808751386,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12408 (13).png,02_Out_of_Focus,108,108,30.245639713504282,0.4813818119521034,1.140887254636104,0.1388888888888889,1.1873172836259032,0.4730016047959988,0.6131387919437564,1.512281985675214,1.0,0.1569090597605169,0.1569090597605169,0.843090940239483
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12408 (14).png,02_Out_of_Focus,108,108,21.99942928982505,0.47476318238500925,1.136276654025395,0.12037037037037036,1.1985923601936672,0.8045238564637628,0.5051383344615883,1.0999714644912524,0.0,0.12381591192504621,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\FILE_CURRENT_FOCUS12408 (42).png,02_Out_of_Focus,97,97,23.1557469020887,0.5103315702405903,1.1628208153627255,0.5979381443298969,1.4348686539487983,0.9755011914076013,0.5310916648995109,1.1577873451044352,0.28893672552217536,0.30165785120295135,0.08716003175463637,0.201776693767539
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260511AAJR_1_1.png,03_Tracking_Error,38,38,20.134014056914932,0.30932728008060884,1.051657376633817,0.10526315789473684,1.1678930396000664,0.6528813927705479,0.47005563675117523,1.0067007028457466,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260511BJ9M_1_1.png,03_Tracking_Error,36,36,19.04547443480464,0.36615775485722657,1.074630233464795,0.027777777777777776,1.1348544973544974,0.0,0.6088016249213052,0.952273721740232,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260512N494_1_1.png,03_Tracking_Error,273,273,20.615010073084893,0.4613567704589094,1.1271228890812575,0.07692307692307693,1.1634310032661679,0.1295378135326174,0.41009411159200276,1.0307505036542446,0.0,0.056783852294546855,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260514T5PO_50.png,03_Tracking_Error,248,248,10.701101718790412,0.6450874218722763,1.3087143094885576,0.024193548387096774,1.1094118023553508,0.6666666666666666,0.3852907948035879,0.5350550859395206,0.0,0.9754371093613814,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260520XBLU_1_1.png,03_Tracking_Error,35,35,21.0665252253052,0.30524144183249424,1.050116833276925,0.08571428571428572,1.160510521224807,0.3590109859531209,0.3717613330728429,1.0533262612652599,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260522DUJD_1_5.png,03_Tracking_Error,162,162,18.036407720933692,0.3851132941953176,1.0835772656479437,0.04938271604938271,1.1580411529485604,0.2640294369163068,0.23572784766154609,0.9018203860466846,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260523AB0J_14.png,03_Tracking_Error,145,145,13.430765545930415,0.530176263717092,1.179401816762858,0.10344827586206896,1.167897737639117,0.23831144099334883,0.5171904524885659,0.6715382772965207,0.0,0.4008813185854601,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2605290YVA_1_2.png,03_Tracking_Error,436,436,21.876039097105163,0.5556250813388837,1.2027428853109687,0.5802752293577982,1.568406877945464,0.9693746455170008,0.4586650656482228,1.0938019548552582,0.0,0.5281254066944182,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2605293B2B_1_1.png,03_Tracking_Error,310,310,21.269010514950338,0.47426935760400074,1.1358736547391877,0.05806451612903226,1.1369682029911232,0.28834054392729636,0.512997471722205,1.0634505257475169,0.0,0.12134678802000365,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2605295C5R_6.png,03_Tracking_Error,43,43,18.197115800149312,0.3792273721554556,1.0807264650706971,0.023255813953488372,1.101015134736065,0.0,0.08299724597537872,0.9098557900074656,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2605295MGR_1_2.png,03_Tracking_Error,560,560,14.620378269753871,0.4863010002962158,1.1444379882117428,0.04285714285714286,1.1488061647260426,0.6044048437224312,0.5084946812975911,0.7310189134876935,0.0,0.181505001481079,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260604ANWK_1_4.png,03_Tracking_Error,78,78,20.67167573424767,0.4755650531168413,1.1367919672423108,0.16666666666666666,1.2146036833536835,0.4828955765208088,0.5565781423767552,1.0335837867123836,0.0,0.12782526558420632,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260605NSHC_1_9.png,03_Tracking_Error,389,389,19.590268145688917,0.5079461830730867,1.1609159453140374,0.17994858611825193,1.2669883499744141,0.7371949897739638,0.5031310033845515,0.9795134072844458,0.0,0.28973091536543344,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2606061WXB_1_1.png,03_Tracking_Error,1,1,15.124472327622762,0.23511124733954014,1.028839961037928,0.0,1.25,0.0,0.0,0.7562236163811381,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2606061WXB_1_2.png,03_Tracking_Error,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2606064I4S_1_2.png,03_Tracking_Error,46,46,15.999823047197845,0.8335502407041915,1.8102022127024129,0.21739130434782608,1.1776536326633327,0.8602437264660538,0.17917110172150896,0.7999911523598923,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2606064KHQ_1_1.png,03_Tracking_Error,42,42,11.16896523884508,0.7767311968832189,1.5877248315998629,0.19047619047619047,1.2743197278911564,0.49973885079581726,0.5289367409468152,0.558448261942254,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2606068CP4_1_1.png,03_Tracking_Error,1,1,12.073850118707732,0.22443761088077654,1.0261794171698764,0.0,1.0,0.0,0.0,0.6036925059353866,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260606AAWX_1_1.png,03_Tracking_Error,5,5,13.623228475256639,0.5922376286378352,1.2410591626327832,0.0,1.2066666666666666,0.0,0.0,0.681161423762832,0.0,0.7111881431891761,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260606BH5T_1_1.png,03_Tracking_Error,4,4,11.79267595056066,0.5682190755419632,1.2184086322079344,0.0,1.1333333333333333,0.0,0.0,0.589633797528033,0.0,0.5910953777098157,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260606X3Y8_1_2.png,03_Tracking_Error,24,24,11.750763085361037,0.776618628343699,1.5873786219551627,0.08333333333333333,1.1660734327400994,0.9992467753961706,0.666931430481666,0.5875381542680518,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260606XE8Z_1_1.png,03_Tracking_Error,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260607JBMC_1_1.png,03_Tracking_Error,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260607JBMC_1_2.png,03_Tracking_Error,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1555.png,03_Tracking_Error,94,94,18.755998622221938,0.39534478970115383,1.0886927769541217,0.06382978723404255,1.1648719779038927,6.123233995736766e-17,0.40977482545711114,0.9377999311110969,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1597.png,03_Tracking_Error,57,57,17.336139131086163,0.38371381073874206,1.0828932445731205,0.10526315789473684,1.2069131161236424,6.123233995736766e-17,0.3945097384192662,0.8668069565543082,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1603.png,03_Tracking_Error,152,152,17.31274625581333,0.38291814886156045,1.0825069597955919,0.08552631578947369,1.172267316017316,0.079911486165821,0.3459059864563851,0.8656373127906665,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1636.png,03_Tracking_Error,63,63,19.724111320487534,0.39612503036301416,1.0890914008063532,0.1111111111111111,1.161583522297808,0.14285714285714285,0.5752055991183979,0.9862055660243767,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1642.png,03_Tracking_Error,70,70,20.119628677183115,0.364962026555374,1.074088415605555,0.014285714285714285,1.147867608581894,0.0,0.3388358524755941,1.0059814338591557,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1731.png,03_Tracking_Error,40,40,19.975081257562557,0.3535974972175751,1.069312594011195,0.025,1.1170652019549077,0.0,0.3855665480058962,0.9987540628781278,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1747.png,03_Tracking_Error,29,29,28.687575710677173,0.371064789722238,1.0768818481808424,0.034482758620689655,1.098724307020453,0.0,0.5282977693604733,1.4343787855338586,1.0,0.0,0.0,1.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1751.png,03_Tracking_Error,24,24,30.93208676539679,0.32236748075124844,1.056397761911025,0.0,1.1212417829852679,0.0,0.0,1.5466043382698396,1.0,0.0,0.0,1.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1999.png,03_Tracking_Error,45,45,20.177257731618855,0.39446723588324945,1.0882458489550724,0.2,1.2223384640051307,0.1111111111111111,0.5043345920980707,1.0088628865809428,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_2219.png,03_Tracking_Error,83,83,11.029685220647853,0.7104553892138087,1.420974816613563,0.24096385542168675,1.3640673465443132,0.4952837632470395,0.6343414492959988,0.5514842610323927,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_223.png,03_Tracking_Error,88,88,18.90206666273784,0.45625807145505626,1.1237891427988846,0.2840909090909091,1.296665108881018,0.9075003718471637,0.4571071143089047,0.9451033331368921,0.0,0.03129035727528123,0.0,0.0
