image_name,image_path,true_class,cnn_predicted_class,cnn_confidence_pct,cnn_is_correct,filter_top_class,filter_top_score_pct,filter_is_correct,agreement_status,is_matched,both_correct,score_01_Good_pct,passed_01_Good,score_02_Out_of_Focus_pct,passed_02_Out_of_Focus,score_03_Tracking_Error_pct,passed_03_Tracking_Error,score_04_Over_Saturated_pct,passed_04_Over_Saturated,score_05_No_Star_pct,passed_05_No_Star,score_06_Satellite_pct,passed_06_Satellite,feat_fwhm_median,feat_eccentricity_median,feat_star_count,feat_mean_circularity,feat_mean_aspect_ratio,feat_mean_hollowness,feat_saturated_ratio_pct,feat_streak_count,feat_long_line_count,feat_mean_intensity
260505YLLO_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260505YLLO_1_2.png,01_Good,05_No_Star,74.25,FALSE,05_No_Star,73.47,FALSE,STRONG_MATCH,TRUE,FALSE,5,FALSE,8,FALSE,69.99,TRUE,2.26,FALSE,73.47,TRUE,28.47,FALSE,17.51,0.362,2,0.778,1.33,0,2.401,0,1208,124.14
260505Z6QP_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260505Z6QP_1_1.png,01_Good,02_Out_of_Focus,64.42,FALSE,01_Good,57.27,TRUE,MISMATCH,FALSE,FALSE,57.27,TRUE,8.13,FALSE,39.07,FALSE,3,FALSE,27.55,FALSE,28.92,FALSE,18.05,0.363,13,0.774,1.08,0,2.095,0,1269,113.82
260506EJKW_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506EJKW_1_1.png,01_Good,01_Good,50.93,TRUE,01_Good,57.39,TRUE,STRONG_MATCH,TRUE,TRUE,57.39,TRUE,5.22,FALSE,49.58,FALSE,4,FALSE,30.1,FALSE,28.94,FALSE,16.29,0.36,12,0.813,1.11,0,2.083,0,1213,122.18
260506JODA_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506JODA_1_1.png,01_Good,05_No_Star,60.95,FALSE,01_Good,56.21,TRUE,MISMATCH,FALSE,FALSE,56.21,TRUE,2.58,FALSE,47.97,FALSE,12.79,FALSE,50.51,TRUE,28.66,FALSE,12.25,0.287,7,0.797,1.07,0,2.273,0,1236,126.14
260506M34T_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506M34T_1_2.png,01_Good,01_Good,82.54,TRUE,01_Good,51.62,TRUE,STRONG_MATCH,TRUE,TRUE,51.62,TRUE,18.29,FALSE,44.17,FALSE,5.26,FALSE,18.63,FALSE,28.95,FALSE,21.06,0.426,252,0.771,1.17,0.0065,2.076,0,1213,107.47
260506RU2Q_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506RU2Q_1_2.png,01_Good,01_Good,93.12,TRUE,01_Good,57.91,TRUE,STRONG_MATCH,TRUE,TRUE,57.91,TRUE,7.32,FALSE,52.79,TRUE,2.19,FALSE,22.45,FALSE,28.61,FALSE,17.59,0.337,81,0.797,1.13,0,2.309,0,1222,119.04
260506VDXY_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506VDXY_1_2.png,01_Good,01_Good,88.94,TRUE,01_Good,73.24,TRUE,STRONG_MATCH,TRUE,TRUE,73.24,TRUE,43.47,FALSE,16.35,FALSE,17.06,FALSE,14.48,FALSE,33.9,FALSE,18.46,0.496,446,0.798,1.13,0.0154,0,0,1221,76.25
260506Z0E8_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506Z0E8_1_1.png,01_Good,02_Out_of_Focus,35.7,FALSE,05_No_Star,73.47,FALSE,MISMATCH,FALSE,FALSE,5,FALSE,4.1,FALSE,40.37,FALSE,5.22,FALSE,73.47,TRUE,54.85,TRUE,16.39,0.378,2,0.8,1.07,0,2.501,0,1197,129.69
260506ZT35_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260506ZT35_1_2.png,01_Good,01_Good,74.25,TRUE,01_Good,71.98,TRUE,STRONG_MATCH,TRUE,TRUE,71.98,TRUE,65.27,TRUE,13.16,FALSE,18.61,FALSE,13.81,FALSE,30.51,FALSE,18.61,0.501,480,0.807,1.12,0.0396,0,0,1233,60.67
260507FI1X_1_3.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260507FI1X_1_3.png,01_Good,01_Good,83.87,TRUE,02_Out_of_Focus,67.2,FALSE,MISMATCH,FALSE,FALSE,64.17,TRUE,67.2,TRUE,14.22,FALSE,16.97,FALSE,13.76,FALSE,30.51,FALSE,21.3,0.491,357,0.792,1.21,0.0193,0,0,1203,48.96
260507P0S8_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260507P0S8_1.png,01_Good,02_Out_of_Focus,76.98,FALSE,03_Tracking_Error,74.87,FALSE,MISMATCH,FALSE,FALSE,5,FALSE,4.89,FALSE,74.87,TRUE,13.01,FALSE,73.47,TRUE,37.74,FALSE,12.27,0.513,1,0.698,1.67,0,2.413,0,1217,127.87
260507S40B_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260507S40B_1_1.png,01_Good,01_Good,73.95,TRUE,01_Good,45.93,TRUE,WEAK_MATCH,TRUE,TRUE,45.93,FALSE,23.53,FALSE,37.81,FALSE,0.15,FALSE,19.16,FALSE,28.93,FALSE,25.37,0.376,182,0.758,1.15,0.0066,2.086,0,1196,105
260507VMLG_1_4.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260507VMLG_1_4.png,01_Good,01_Good,63.16,TRUE,03_Tracking_Error,47.55,FALSE,MISMATCH,FALSE,FALSE,47.26,FALSE,13.51,FALSE,47.55,FALSE,0,FALSE,22.45,FALSE,28.78,FALSE,21.26,0.364,76,0.743,1.16,0.0014,2.191,0,1208,113.05
260507YJLD_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260507YJLD_1_1.png,01_Good,02_Out_of_Focus,68.55,FALSE,01_Good,53.73,TRUE,MISMATCH,FALSE,FALSE,53.73,TRUE,13.75,FALSE,50.15,TRUE,0.09,FALSE,22.43,FALSE,28.84,FALSE,19.9,0.392,117,0.722,1.17,0.0072,2.148,0,1213,111.74
260508CSN2_1_9.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508CSN2_1_9.png,01_Good,01_Good,74.72,TRUE,03_Tracking_Error,55.11,FALSE,MISMATCH,FALSE,FALSE,36.19,FALSE,26.35,FALSE,55.11,TRUE,0,FALSE,22.45,FALSE,28.6,FALSE,23.86,0.535,83,0.742,1.2,0.0084,2.316,0,1205,128.98
260508DPJC_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508DPJC_1_2.png,01_Good,01_Good,81.15,TRUE,01_Good,54.99,TRUE,STRONG_MATCH,TRUE,TRUE,54.99,TRUE,7.4,FALSE,48.9,FALSE,1.96,FALSE,22.45,FALSE,29.64,FALSE,17.84,0.271,23,0.797,1.08,0,2.537,0,1219,122.55
260508E9TV_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508E9TV_1_2.png,01_Good,01_Good,97.44,TRUE,02_Out_of_Focus,78.83,FALSE,MISMATCH,FALSE,FALSE,56.13,TRUE,78.83,TRUE,6,FALSE,0,FALSE,22.45,FALSE,30.51,FALSE,22.01,0.36,33,0.767,1.16,0.056,0,0,1291,47.97
260508FJSK_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508FJSK_1_2.png,01_Good,01_Good,80.75,TRUE,03_Tracking_Error,54.65,FALSE,MISMATCH,FALSE,FALSE,47.54,FALSE,11.23,FALSE,54.65,TRUE,0,FALSE,22.45,FALSE,28.67,FALSE,20.18,0.362,50,0.738,1.18,0.0052,2.266,0,1223,117.81
260508HAQ2_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508HAQ2_1_2.png,01_Good,01_Good,89.59,TRUE,01_Good,54.48,TRUE,STRONG_MATCH,TRUE,TRUE,54.48,TRUE,9.17,FALSE,52.89,TRUE,1.84,FALSE,22.45,FALSE,28.71,FALSE,17.97,0.348,122,0.773,1.16,0.0037,2.237,0,1200,117.46
260508JO23_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508JO23_1_2.png,01_Good,01_Good,51.87,TRUE,01_Good,56.03,TRUE,STRONG_MATCH,TRUE,TRUE,56.03,TRUE,15.21,FALSE,43.06,FALSE,3.73,FALSE,19.93,FALSE,28.93,FALSE,20.42,0.41,231,0.775,1.14,0.0046,2.085,0,1265,108.43
260508LY6T_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508LY6T_1_1.png,01_Good,01_Good,51.82,TRUE,03_Tracking_Error,51.43,FALSE,MISMATCH,FALSE,FALSE,41.27,FALSE,17.69,FALSE,51.43,TRUE,0,FALSE,20.73,FALSE,28.73,FALSE,23.93,0.391,164,0.74,1.17,0.0023,2.222,0,1206,109.74
260508SDDG_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508SDDG_1_2.png,01_Good,01_Good,77.42,TRUE,03_Tracking_Error,64.88,FALSE,MISMATCH,FALSE,FALSE,39.13,FALSE,10.12,FALSE,64.88,TRUE,0,FALSE,22.45,FALSE,28.65,FALSE,20.14,0.351,18,0.737,1.24,0,2.282,0,1226,125.13
260508TV3G_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260508TV3G_1_2.png,01_Good,01_Good,75.55,TRUE,02_Out_of_Focus,66.09,FALSE,MISMATCH,FALSE,FALSE,64.41,TRUE,66.09,TRUE,16.82,FALSE,18.41,FALSE,12.97,FALSE,30.51,FALSE,20.53,0.535,393,0.774,1.17,0.0318,0,0,1202,63.77
260509D6IM_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260509D6IM_1_1.png,01_Good,01_Good,77.88,TRUE,03_Tracking_Error,63.63,FALSE,MISMATCH,FALSE,FALSE,46.52,FALSE,11.88,FALSE,63.63,TRUE,0,FALSE,21.63,FALSE,28.83,FALSE,20.18,0.415,170,0.769,1.24,0.0019,2.159,0,1203,117.43
260509M4QG_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260509M4QG_1_2.png,01_Good,01_Good,94.63,TRUE,01_Good,75.33,TRUE,STRONG_MATCH,TRUE,TRUE,75.33,TRUE,44.61,FALSE,14,FALSE,15.15,FALSE,16.56,FALSE,30.51,FALSE,16.96,0.45,383,0.801,1.14,0.007,0,0,1223,64.38
260509YJAM_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260509YJAM_1_1.png,01_Good,01_Good,83.45,TRUE,01_Good,66.81,TRUE,STRONG_MATCH,TRUE,TRUE,66.81,TRUE,64.15,TRUE,14.95,FALSE,20.69,FALSE,12.34,FALSE,30.51,FALSE,18.75,0.529,482,0.788,1.15,0.027,0,0,1218,57.06
26051017OV_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\26051017OV_1_2.png,01_Good,01_Good,66.4,TRUE,01_Good,69.52,TRUE,STRONG_MATCH,TRUE,TRUE,69.52,TRUE,55.59,TRUE,11.4,FALSE,34.31,FALSE,12.05,FALSE,30.51,FALSE,13.41,0.527,729,0.817,1.11,0.0116,0,0,1224,36.59
260510576I_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260510576I_1_2.png,01_Good,01_Good,88.37,TRUE,01_Good,71.53,TRUE,STRONG_MATCH,TRUE,TRUE,71.53,TRUE,57.05,TRUE,14.38,FALSE,24.32,FALSE,13.23,FALSE,31.96,FALSE,16.19,0.527,552,0.796,1.13,0.0225,0,0,1218,54.99
260510L3TG_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260510L3TG_1_1.png,01_Good,01_Good,73.42,TRUE,05_No_Star,65.82,FALSE,MISMATCH,FALSE,FALSE,5,FALSE,28.53,FALSE,20.78,FALSE,13.08,FALSE,65.82,TRUE,36.99,FALSE,12.99,0.355,4,0.829,1.02,0.0392,2.248,0,1225,109.84
260510PZR7_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260510PZR7_1_1.png,01_Good,01_Good,89.54,TRUE,01_Good,51.35,TRUE,STRONG_MATCH,TRUE,TRUE,51.35,TRUE,31.01,FALSE,20.36,FALSE,0,FALSE,22.45,FALSE,38.93,FALSE,20.28,0.359,16,0.757,1.23,0.0023,0,0,1347,90.17
260510ZTBS_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260510ZTBS_1_2.png,01_Good,01_Good,70.77,TRUE,02_Out_of_Focus,68.91,FALSE,MISMATCH,FALSE,FALSE,66.01,TRUE,68.91,TRUE,14.09,FALSE,36.19,FALSE,8.77,FALSE,32.03,FALSE,15.62,0.613,788,0.803,1.13,0.034,0,0,1210,39.47
260511162T_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260511162T_1_2.png,01_Good,01_Good,61.2,TRUE,01_Good,57.9,TRUE,STRONG_MATCH,TRUE,TRUE,57.9,TRUE,7.96,FALSE,48.14,FALSE,1.93,FALSE,22.45,FALSE,29.62,FALSE,17.88,0.32,34,0.806,1.1,0.0078,2.084,0,1214,119.5
26051144SS_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\26051144SS_1_2.png,01_Good,01_Good,95.07,TRUE,02_Out_of_Focus,78.87,FALSE,MISMATCH,FALSE,FALSE,62.03,TRUE,78.87,TRUE,6.06,FALSE,0,FALSE,22.45,FALSE,31.7,FALSE,21.28,0.308,29,0.771,1.2,0.0432,0,0,1297,42.57
2605116797_4.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\2605116797_4.png,01_Good,01_Good,67.61,TRUE,03_Tracking_Error,55.4,FALSE,MISMATCH,FALSE,FALSE,55.29,TRUE,11.31,FALSE,55.4,TRUE,0,FALSE,22.45,FALSE,28.76,FALSE,20.91,0.362,58,0.771,1.17,0.0053,2.202,0,1208,122.9
260511F3EG_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260511F3EG_1_2.png,01_Good,01_Good,94.54,TRUE,01_Good,70.08,TRUE,STRONG_MATCH,TRUE,TRUE,70.08,TRUE,63.77,TRUE,14.48,FALSE,23.49,FALSE,13.25,FALSE,33.51,FALSE,16.29,0.534,542,0.797,1.14,0.032,0,0,1233,53.56
2605122057_1_8.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\2605122057_1_8.png,01_Good,01_Good,71.08,TRUE,01_Good,75.34,TRUE,STRONG_MATCH,TRUE,TRUE,75.34,TRUE,27.74,FALSE,20.82,FALSE,11.65,FALSE,17.8,FALSE,30.51,FALSE,17.63,0.424,310,0.785,1.13,0.0087,0,0,1195,90.88
260512416I_10.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260512416I_10.png,01_Good,01_Good,71.81,TRUE,01_Good,56.99,TRUE,STRONG_MATCH,TRUE,TRUE,56.99,TRUE,5.3,FALSE,54.95,TRUE,4.38,FALSE,22.45,FALSE,28.42,FALSE,16.11,0.385,66,0.801,1.12,0,2.435,0,1211,124.42
2605137521_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\2605137521_1_2.png,01_Good,01_Good,53.15,TRUE,03_Tracking_Error,65.38,FALSE,MISMATCH,FALSE,FALSE,38.88,FALSE,11.5,FALSE,65.38,TRUE,0,FALSE,22.45,FALSE,28.7,FALSE,20.68,0.347,15,0.759,1.29,0,2.242,0,1199,122.6
260522275C_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\260522275C_1_2.png,01_Good,01_Good,87.47,TRUE,01_Good,55.23,TRUE,STRONG_MATCH,TRUE,TRUE,55.23,TRUE,9.76,FALSE,51.19,TRUE,0.75,FALSE,22.45,FALSE,28.56,FALSE,19.18,0.332,89,0.799,1.13,0,2.344,0,1234,117.17
26052697R1_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\01_Good\26052697R1_1_2.png,01_Good,01_Good,83.63,TRUE,01_Good,73.24,TRUE,STRONG_MATCH,TRUE,TRUE,73.24,TRUE,38.72,FALSE,15.54,FALSE,18.13,FALSE,14.46,FALSE,30.51,FALSE,17.31,0.459,517,0.795,1.16,0.0101,0,0,1216,76
2606063H5R_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2606063H5R_1_2.png,02_Out_of_Focus,02_Out_of_Focus,88.19,TRUE,03_Tracking_Error,39.13,FALSE,MISMATCH,FALSE,FALSE,36.55,FALSE,34.78,FALSE,39.13,FALSE,0,FALSE,20.99,FALSE,28.92,FALSE,26.56,0.391,110,0.702,1.2,0.0164,2.092,0,1236,99.34
2606065NHT_1_2 (2).png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\2606065NHT_1_2 (2).png,02_Out_of_Focus,02_Out_of_Focus,87.89,TRUE,02_Out_of_Focus,89.56,TRUE,STRONG_MATCH,TRUE,TRUE,40.26,FALSE,89.56,TRUE,17.84,FALSE,4.5,FALSE,14.99,FALSE,30.51,FALSE,33.5,0.505,174,0.641,1.21,0.1383,0,0,1247,53.16
260606CXCN_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606CXCN_1_2.png,02_Out_of_Focus,02_Out_of_Focus,89.49,TRUE,01_Good,57.5,FALSE,MISMATCH,FALSE,FALSE,57.5,TRUE,3.29,FALSE,48.13,FALSE,16.97,FALSE,55.61,TRUE,28.96,FALSE,10.29,0.448,6,0.78,1.03,0,2.066,0,1275,114.78
260606JD06_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606JD06_1_2.png,02_Out_of_Focus,02_Out_of_Focus,91.93,TRUE,02_Out_of_Focus,92.18,TRUE,STRONG_MATCH,TRUE,TRUE,36.85,FALSE,92.18,TRUE,19.36,FALSE,4.03,FALSE,15.25,FALSE,34.58,FALSE,32.98,0.493,159,0.693,1.24,0.1101,0,0,1253,47.84
260606L395_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606L395_1_2.png,02_Out_of_Focus,02_Out_of_Focus,90.02,TRUE,02_Out_of_Focus,67.21,TRUE,STRONG_MATCH,TRUE,TRUE,50.83,TRUE,67.21,TRUE,17.41,FALSE,0,FALSE,19.9,FALSE,30.51,FALSE,24.86,0.441,110,0.716,1.18,0.0423,0,0,1228,77.76
260606OYH0_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606OYH0_1_1.png,02_Out_of_Focus,02_Out_of_Focus,95.28,TRUE,03_Tracking_Error,78.03,FALSE,MISMATCH,FALSE,FALSE,5,FALSE,5.34,FALSE,78.03,TRUE,11.27,FALSE,70.92,TRUE,28.69,FALSE,12.33,0.515,3,0.715,1.56,0,2.254,0,1223,118.46
260606WEOA_1_2.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606WEOA_1_2.png,02_Out_of_Focus,02_Out_of_Focus,93.37,TRUE,03_Tracking_Error,50.44,FALSE,MISMATCH,FALSE,FALSE,38.09,FALSE,15.44,FALSE,50.44,TRUE,0,FALSE,25,FALSE,30.36,FALSE,22.27,0.356,14,0.594,1.19,0.0017,2.137,0,1220,111.04
260606YTIR_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606YTIR_1_1.png,02_Out_of_Focus,02_Out_of_Focus,93.5,TRUE,03_Tracking_Error,66.38,FALSE,MISMATCH,FALSE,FALSE,41.63,FALSE,5.91,FALSE,66.38,TRUE,12.3,FALSE,22.45,FALSE,28.77,FALSE,12.86,0.363,17,0.636,1.5,0,2.195,0,1249,115.63
260606Z6Z9_1_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606Z6Z9_1_1.png,02_Out_of_Focus,02_Out_of_Focus,93.28,TRUE,02_Out_of_Focus,73.43,TRUE,STRONG_MATCH,TRUE,TRUE,38.67,FALSE,73.43,TRUE,26.75,FALSE,0,FALSE,18.67,FALSE,30.51,FALSE,29.68,0.446,128,0.624,1.24,0.0301,0,0,1244,72.45
260606Z6Z9_1_2 (2).png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260606Z6Z9_1_2 (2).png,02_Out_of_Focus,02_Out_of_Focus,94.1,TRUE,02_Out_of_Focus,90.97,TRUE,STRONG_MATCH,TRUE,TRUE,37.01,FALSE,90.97,TRUE,19.41,FALSE,4.92,FALSE,14.76,FALSE,30.51,FALSE,32.58,0.516,172,0.663,1.22,0.1397,0,0,1246,50.14
260614WALM_15_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260614WALM_15_1.png,02_Out_of_Focus,02_Out_of_Focus,96.3,TRUE,04_Over_Saturated,79.9,FALSE,MISMATCH,FALSE,FALSE,59.51,TRUE,61.31,TRUE,14.23,FALSE,79.9,TRUE,1.11,FALSE,20.93,FALSE,15.05,0.722,340,0.807,1.16,0.0196,0,0,9,37.31
260614WALM_3_1.png,D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\02_Out_of_Focus\260614WALM_3_1.png,02_Out_of_Focus,02_Out_of_Focus,95.7,TRUE,02_Out_of_Focus,74.79,TRUE,STRONG_MATCH,TRUE,TRUE,55.66,TRUE,74.79,TRUE,14.34,FALSE,67.05,TRUE,11.54,FALSE,23.73,FALSE,21.53,0.753,136,0.839,1.19,0.0197,0,0,0,21.81
